id,currently_anchored,did_accept_challenge,question_object_id,island_id,participant_id,question_content_type_id,treasure_id,last_anchored_at,challenge_accepted_at,did_open_treasure,did_reach,reached_at,treasure_opened_at,currently_in,is_treasure_visible,did_spade,spaded_at
3452,f,f,94,22,8,15,11,2020-03-28 11:33:07.631927+00,,f,t,2020-03-28 11:33:01.685186+00,,f,t,f,
3444,f,f,59,14,8,15,30,2020-03-28 11:33:49.095687+00,,t,t,2020-03-28 11:33:42.477726+00,2020-03-28 11:33:54.255649+00,f,t,f,
3445,f,f,69,15,8,15,15,2020-03-28 11:34:14.341234+00,,f,t,2020-03-28 11:34:05.6612+00,,f,t,f,
3447,f,f,73,17,8,15,23,,,f,f,,,f,f,f,
3449,f,f,88,19,8,15,33,,,f,f,,,f,f,f,
3455,f,f,110,25,8,15,18,,,f,f,,,f,f,f,
3458,f,f,125,28,8,15,4,,,f,f,,,f,f,f,
3461,f,f,140,31,8,15,16,,,f,f,,,f,f,f,
3462,f,f,26,32,8,14,2,,,f,f,,,f,f,f,
3463,f,f,144,33,8,15,5,,,f,f,,,f,f,f,
3464,f,f,155,34,8,15,20,,,f,f,,,f,f,f,
3465,f,f,20,35,8,14,31,,,f,f,,,f,f,f,
3466,f,f,5,1,9,15,20,,,f,f,,,f,f,f,
3467,f,f,10,2,9,15,14,,,f,f,,,f,f,f,
3487,f,t,97,22,9,15,22,2020-03-28 06:47:24.134242+00,2020-03-28 06:47:41.066476+00,f,t,2020-03-28 06:46:01.652975+00,,f,t,f,
3468,f,f,20,3,9,15,25,,,f,f,,,f,f,f,
3504,f,f,22,4,10,15,5,2020-03-28 13:40:38.603836+00,,t,t,2020-03-28 13:40:31.950116+00,2020-03-28 13:40:44.702448+00,f,t,f,
3469,f,f,21,4,9,15,30,,,f,f,,,f,f,f,
3494,f,t,126,29,9,15,33,2020-03-28 07:21:30.02946+00,2020-03-28 07:21:37.670383+00,f,t,2020-03-28 07:21:12.647035+00,,f,t,f,
3470,f,f,27,5,9,15,24,,,f,f,,,f,f,f,
3501,f,f,5,1,10,15,22,2020-03-28 13:41:46.202693+00,,t,t,2020-03-28 13:41:39.820439+00,2020-03-28 13:41:51.730891+00,f,t,f,
3471,f,f,32,6,9,15,10,,,f,f,,,f,f,f,
3495,t,t,132,30,9,15,7,2020-03-28 08:29:35.797946+00,2020-03-28 08:29:42.471813+00,f,t,2020-03-28 08:29:19.765989+00,,t,t,f,
3472,f,f,36,7,9,15,3,,,f,f,,,f,f,f,
3503,t,f,17,3,10,15,7,2020-03-28 14:21:25.737066+00,,f,t,2020-03-28 14:21:16.13468+00,,t,t,f,
3473,f,f,2,8,9,14,1,,,f,f,,,f,f,f,
3474,f,f,13,9,9,14,9,,,f,f,,,f,f,f,
3475,f,f,41,10,9,15,32,,,f,f,,,f,f,f,
3476,f,f,42,11,9,15,23,,,f,f,,,f,f,f,
3477,f,f,52,12,9,15,5,,,f,f,,,f,f,f,
3478,f,f,55,13,9,15,16,,,f,f,,,f,f,f,
3479,f,f,59,14,9,15,8,,,f,f,,,f,f,f,
3480,f,f,66,15,9,15,17,,,f,f,,,f,f,f,
3481,f,f,71,16,9,15,2,,,f,f,,,f,f,f,
3482,f,f,72,17,9,15,21,,,f,f,,,f,f,f,
3483,f,f,83,18,9,15,19,,,f,f,,,f,f,f,
3484,f,f,84,19,9,15,31,,,f,f,,,f,f,f,
3485,f,f,,20,9,,,,,f,f,,,f,f,f,
3486,f,f,93,21,9,15,34,,,f,f,,,f,f,f,
3488,f,f,99,23,9,15,29,,,f,f,,,f,f,f,
3489,f,f,104,24,9,15,13,,,f,f,,,f,f,f,
3490,f,f,110,25,9,15,6,,,f,f,,,f,f,f,
3491,f,f,118,26,9,15,12,,,f,f,,,f,f,f,
3492,f,f,123,27,9,15,27,,,f,f,,,f,f,f,
3493,f,f,125,28,9,15,4,,,f,f,,,f,f,f,
3496,f,f,138,31,9,15,15,,,f,f,,,f,f,f,
3497,f,f,25,32,9,14,18,,,f,f,,,f,f,f,
3498,f,f,146,33,9,15,11,,,f,f,,,f,f,f,
3499,f,f,154,34,9,15,26,,,f,f,,,f,f,f,
3500,f,f,21,35,9,14,28,,,f,f,,,f,f,f,
3502,f,f,12,2,10,15,21,,,f,f,,,f,f,f,
3505,f,f,28,5,10,15,18,,,f,f,,,f,f,f,
3506,f,f,32,6,10,15,1,,,f,f,,,f,f,f,
3531,f,t,142,31,10,15,8,2020-03-28 08:43:00.874359+00,2020-03-28 08:43:24.229038+00,t,t,2020-03-28 08:42:53.226212+00,2020-03-28 08:43:16.304553+00,f,t,f,
3535,f,f,18,35,10,14,13,,,f,t,2020-03-28 06:40:36.179931+00,,f,f,f,
3518,f,t,81,18,10,15,29,2020-03-28 09:16:38.279135+00,2020-03-28 09:17:07.600175+00,t,t,2020-03-28 09:16:30.80498+00,2020-03-28 10:13:23.513546+00,f,t,f,
3509,f,f,12,9,10,14,31,2020-03-28 12:58:18.766636+00,,f,t,2020-03-28 12:58:11.842075+00,,f,t,f,
3533,f,t,145,33,10,15,28,2020-03-28 06:53:40.654998+00,2020-03-28 06:55:55.058629+00,f,t,2020-03-28 06:53:29.866423+00,,f,t,f,
3530,f,f,132,30,10,15,32,2020-03-28 11:59:31.406168+00,,t,t,2020-03-28 11:59:19.923779+00,2020-03-28 11:59:58.897789+00,f,t,f,
3532,f,t,28,32,10,14,11,2020-03-28 07:36:03.16043+00,2020-03-28 07:36:20.731258+00,f,t,2020-03-28 07:35:50.963254+00,,f,t,f,
3534,f,f,155,34,10,15,34,,,f,t,2020-03-28 08:28:34.417239+00,,f,f,f,
3508,f,f,3,8,10,14,9,2020-03-28 13:01:26.392765+00,,t,t,2020-03-28 13:01:17.797135+00,2020-03-28 13:25:44.524741+00,f,t,f,
3529,f,f,127,29,10,15,15,2020-03-28 12:01:33.962587+00,,t,t,2020-03-28 12:01:23.018628+00,2020-03-28 12:01:39.930107+00,f,t,f,
3507,f,f,36,7,10,15,25,2020-03-28 13:28:14.472375+00,,f,t,2020-03-28 13:28:05.570535+00,,f,t,f,
3522,f,f,96,22,10,15,4,2020-03-28 12:02:15.753674+00,,t,t,2020-03-28 12:02:06.160446+00,2020-03-28 12:11:58.973845+00,f,t,f,
3517,f,f,72,17,10,15,10,,,f,f,,,f,f,f,
3514,f,f,57,14,10,15,2,2020-03-28 12:21:22.08482+00,,t,t,2020-03-28 12:21:13.644712+00,2020-03-28 12:21:28.957441+00,f,t,f,
3519,f,f,87,19,10,15,17,,,f,f,,,f,f,f,
3520,f,f,,20,10,,,,,f,f,,,f,f,f,
3521,f,f,93,21,10,15,19,,,f,f,,,f,f,f,
3515,f,f,64,15,10,15,26,2020-03-28 12:21:54.975788+00,,t,t,2020-03-28 12:21:47.270193+00,2020-03-28 12:22:02.142429+00,f,t,f,
3523,f,f,102,23,10,15,14,,,f,f,,,f,f,f,
3516,f,f,71,16,10,15,3,2020-03-28 12:32:33.544357+00,,t,t,2020-03-28 12:31:55.825203+00,2020-03-28 12:34:23.094531+00,f,t,f,
3524,f,f,107,24,10,15,33,,,f,f,,,f,f,f,
3525,f,f,111,25,10,15,6,,,f,f,,,f,f,f,
3513,f,f,56,13,10,15,12,2020-03-28 12:53:09.945041+00,,t,t,2020-03-28 12:53:02.246945+00,2020-03-28 12:53:15.858496+00,f,t,f,
3526,f,f,117,26,10,15,30,,,f,f,,,f,f,f,
3527,f,f,120,27,10,15,24,,,f,f,,,f,f,f,
3512,f,f,51,12,10,15,16,2020-03-28 12:56:26.773718+00,,t,t,2020-03-28 12:56:06.446685+00,2020-03-28 12:56:34.159403+00,f,t,f,
3528,f,f,125,28,10,15,20,,,f,f,,,f,f,f,
3510,f,f,40,10,10,15,27,,,f,t,2020-03-28 12:56:54.283226+00,,f,f,f,
3511,f,f,46,11,10,15,23,2020-03-28 12:57:10.118569+00,,t,t,2020-03-28 12:57:03.445432+00,2020-03-28 12:57:18.779135+00,f,t,f,
3536,f,f,6,1,11,15,17,,,f,f,,,f,f,f,
3537,f,f,9,2,11,15,27,,,f,f,,,f,f,f,
3538,f,f,14,3,11,15,10,,,f,f,,,f,f,f,
3539,f,f,21,4,11,15,33,,,f,f,,,f,f,f,
3540,f,f,31,5,11,15,25,,,f,f,,,f,f,f,
3541,f,f,33,6,11,15,18,,,f,f,,,f,f,f,
3542,f,f,36,7,11,15,20,,,f,f,,,f,f,f,
3543,f,f,8,8,11,14,8,,,f,f,,,f,f,f,
3544,f,f,16,9,11,14,23,,,f,f,,,f,f,f,
3545,f,f,41,10,11,15,6,,,f,f,,,f,f,f,
3546,f,f,42,11,11,15,3,,,f,f,,,f,f,f,
3547,f,f,47,12,11,15,13,,,f,f,,,f,f,f,
3574,f,t,26,4,12,15,12,2020-03-28 07:31:23.412448+00,2020-03-28 07:17:23.062041+00,t,t,2020-03-28 07:31:16.151893+00,2020-03-28 07:25:40.22179+00,f,t,f,
3548,f,f,56,13,11,15,28,,,f,f,,,f,f,f,
3566,f,t,143,31,11,15,2,2020-03-28 09:58:55.160173+00,2020-03-28 09:59:22.142689+00,t,t,2020-03-28 09:58:30.630356+00,2020-03-28 12:49:22.564911+00,f,t,f,
3549,f,f,59,14,11,15,31,,,f,f,,,f,f,f,
3550,f,f,66,15,11,15,14,,,f,f,,,f,f,f,
3569,f,t,155,34,11,15,11,2020-03-28 07:09:12.995799+00,2020-03-28 07:09:20.353206+00,f,t,2020-03-28 07:08:49.515762+00,,f,t,f,
3551,f,f,71,16,11,15,21,,,f,f,,,f,f,f,
3570,f,t,19,35,11,14,12,2020-03-28 07:00:57.524824+00,2020-03-28 07:01:39.987239+00,t,t,2020-03-28 06:58:46.988439+00,2020-03-28 07:06:42.741551+00,f,t,f,
3552,t,t,76,17,11,15,19,2020-03-28 12:51:10.439343+00,2020-03-28 12:51:41.005532+00,t,t,2020-03-28 12:50:53.839564+00,2020-03-28 12:51:28.544016+00,t,t,f,
3578,f,t,2,8,12,14,34,2020-03-28 10:56:52.406087+00,2020-03-28 10:57:15.31581+00,t,t,2020-03-28 10:56:43.112988+00,2020-03-28 10:57:00.244391+00,f,t,f,
3553,f,f,82,18,11,15,16,,,f,f,,,f,f,f,
3572,f,t,10,2,12,15,29,2020-03-28 09:38:46.066988+00,2020-03-28 09:39:07.894088+00,t,t,2020-03-28 09:38:39.087283+00,2020-03-28 09:38:51.584952+00,f,t,f,
3554,f,f,84,19,11,15,4,,,f,f,,,f,f,f,
3555,f,f,,20,11,,,,,f,f,,,f,f,f,
3577,t,f,36,7,12,15,26,2020-03-28 13:44:51.941818+00,,t,t,2020-03-28 13:44:41.925772+00,2020-03-28 13:44:59.175258+00,t,t,f,
3556,f,f,91,21,11,15,7,,,f,f,,,f,f,f,
3557,f,f,96,22,11,15,1,,,f,f,,,f,f,f,
3558,f,f,103,23,11,15,30,,,f,f,,,f,f,f,
3573,f,t,18,3,12,15,11,2020-03-28 07:29:29.004331+00,2020-03-28 06:37:42.350565+00,f,t,2020-03-28 07:29:17.87487+00,,f,t,f,
3559,f,f,104,24,11,15,22,,,f,f,,,f,f,f,
3560,f,f,109,25,11,15,24,,,f,f,,,f,f,f,
3561,f,f,118,26,11,15,15,,,f,f,,,f,f,f,
3562,f,f,120,27,11,15,9,,,f,f,,,f,f,f,
3563,f,f,125,28,11,15,32,,,f,f,,,f,f,f,
3564,f,f,129,29,11,15,34,,,f,f,,,f,f,f,
3565,f,f,136,30,11,15,5,,,f,f,,,f,f,f,
3567,f,f,25,32,11,14,29,,,f,f,,,f,f,f,
3568,f,f,146,33,11,15,26,,,f,f,,,f,f,f,
3571,f,f,5,1,12,15,20,,,f,f,,,f,f,f,
3575,f,f,31,5,12,15,31,,,f,f,,,f,f,f,
3576,f,f,32,6,12,15,13,,,f,f,,,f,f,f,
3579,f,f,17,9,12,14,14,,,f,f,,,f,f,f,
3580,f,f,40,10,12,15,22,,,f,f,,,f,f,f,
3581,f,f,44,11,12,15,21,,,f,f,,,f,f,f,
3582,f,f,51,12,12,15,9,,,f,f,,,f,f,f,
3583,f,f,53,13,12,15,28,,,f,f,,,f,f,f,
3584,f,f,60,14,12,15,1,,,f,f,,,f,f,f,
3585,f,f,68,15,12,15,17,,,f,f,,,f,f,f,
3586,f,f,71,16,12,15,3,,,f,f,,,f,f,f,
3587,f,f,73,17,12,15,8,,,f,f,,,f,f,f,
3588,f,f,80,18,12,15,23,,,f,f,,,f,f,f,
3589,f,f,88,19,12,15,32,,,f,f,,,f,f,f,
3590,f,f,,20,12,,,,,f,f,,,f,f,f,
3591,f,f,91,21,12,15,18,,,f,f,,,f,f,f,
3592,f,f,96,22,12,15,16,,,f,f,,,f,f,f,
3593,f,f,100,23,12,15,10,,,f,f,,,f,f,f,
3594,f,f,107,24,12,15,27,,,f,f,,,f,f,f,
3595,f,f,109,25,12,15,33,,,f,f,,,f,f,f,
3596,f,f,119,26,12,15,19,,,f,f,,,f,f,f,
3597,f,f,122,27,12,15,5,,,f,f,,,f,f,f,
3598,f,f,125,28,12,15,6,,,f,f,,,f,f,f,
3599,f,f,128,29,12,15,2,,,f,f,,,f,f,f,
3600,f,f,133,30,12,15,15,,,f,f,,,f,f,f,
3601,f,f,143,31,12,15,4,,,f,f,,,f,f,f,
3602,f,f,23,32,12,14,7,,,f,f,,,f,f,f,
3603,f,f,148,33,12,15,30,,,f,f,,,f,f,f,
3604,f,f,151,34,12,15,25,,,f,f,,,f,f,f,
3605,f,f,19,35,12,14,24,,,f,f,,,f,f,f,
3606,f,f,5,1,13,15,34,,,f,f,,,f,f,f,
3607,f,f,8,2,13,15,25,,,f,f,,,f,f,f,
3608,f,f,14,3,13,15,24,,,f,f,,,f,f,f,
3609,f,f,25,4,13,15,8,,,f,f,,,f,f,f,
3610,f,f,27,5,13,15,19,,,f,f,,,f,f,f,
3611,f,f,32,6,13,15,16,,,f,f,,,f,f,f,
3612,f,f,36,7,13,15,33,,,f,f,,,f,f,f,
3613,f,f,9,8,13,14,13,,,f,f,,,f,f,f,
3614,f,f,16,9,13,14,3,,,f,f,,,f,f,f,
3615,f,f,39,10,13,15,32,,,f,f,,,f,f,f,
3616,f,f,45,11,13,15,20,,,f,f,,,f,f,f,
3617,f,f,52,12,13,15,22,,,f,f,,,f,f,f,
3618,f,f,54,13,13,15,29,,,f,f,,,f,f,f,
3619,f,f,58,14,13,15,18,,,f,f,,,f,f,f,
3620,f,f,70,15,13,15,26,,,f,f,,,f,f,f,
3621,f,f,71,16,13,15,9,,,f,f,,,f,f,f,
3622,f,f,76,17,13,15,14,,,f,f,,,f,f,f,
3623,f,f,81,18,13,15,5,,,f,f,,,f,f,f,
3624,f,f,84,19,13,15,30,,,f,f,,,f,f,f,
3625,f,f,,20,13,,,,,f,f,,,f,f,f,
3626,f,f,91,21,13,15,28,,,f,f,,,f,f,f,
3627,f,f,95,22,13,15,15,,,f,f,,,f,f,f,
3628,f,f,102,23,13,15,21,,,f,f,,,f,f,f,
3629,f,f,107,24,13,15,11,,,f,f,,,f,f,f,
3637,f,t,28,32,13,14,2,2020-03-28 08:31:39.689524+00,2020-03-28 08:32:01.760695+00,t,t,2020-03-28 08:31:32.712944+00,2020-03-28 08:44:06.633824+00,f,t,f,
3630,f,f,114,25,13,15,17,,,f,f,,,f,f,f,
3631,f,f,117,26,13,15,23,,,f,f,,,f,f,f,
3639,t,f,151,34,13,15,27,2020-03-28 08:44:34.146808+00,,t,t,2020-03-28 08:44:24.50292+00,2020-03-28 08:45:06.963707+00,t,t,f,
3632,f,f,120,27,13,15,1,,,f,f,,,f,f,f,
3670,f,t,131,30,14,15,16,2020-03-28 06:51:57.555052+00,2020-03-28 06:52:21.323772+00,f,t,2020-03-28 06:51:05.192609+00,,f,t,f,
3634,f,f,127,29,13,15,4,,,f,f,,,f,f,f,
3669,f,t,129,29,14,15,4,2020-03-28 07:33:44.209659+00,2020-03-28 07:33:50.326618+00,f,t,2020-03-28 07:31:52.619797+00,,f,t,f,
3635,f,f,136,30,13,15,31,,,f,f,,,f,f,f,
3660,f,f,,20,14,,,,,f,t,2020-03-28 07:43:08.255426+00,,f,f,f,
3636,f,f,142,31,13,15,7,,,f,f,,,f,f,f,
3633,f,t,125,28,13,15,6,2020-03-28 07:19:47.289989+00,2020-03-28 07:22:32.031563+00,f,t,2020-03-28 07:18:21.103925+00,,f,t,f,
3661,f,t,93,21,14,15,2,2020-03-28 07:44:07.058697+00,2020-03-28 07:44:21.939508+00,t,t,2020-03-28 07:44:00.716248+00,2020-03-28 08:09:00.501638+00,f,t,f,
3641,f,f,6,1,14,15,29,,,f,f,,,f,f,f,
3642,f,f,12,2,14,15,8,,,f,f,,,f,f,f,
3640,f,t,21,35,13,14,12,2020-03-28 08:04:23.339676+00,2020-03-28 08:04:28.063946+00,t,t,2020-03-28 08:04:12.240461+00,2020-03-28 08:08:33.93851+00,f,t,f,
3643,f,f,14,3,14,15,30,,,f,f,,,f,f,f,
3644,f,f,24,4,14,15,6,,,f,f,,,f,f,f,
3645,f,f,31,5,14,15,9,,,f,f,,,f,f,f,
3663,f,t,101,23,14,15,1,2020-03-28 08:10:32.767171+00,2020-03-28 08:10:37.215238+00,t,t,2020-03-28 08:10:20.064255+00,2020-03-28 08:19:05.804065+00,f,t,f,
3646,f,f,35,6,14,15,14,,,f,f,,,f,f,f,
3664,t,f,107,24,14,15,23,2020-03-28 08:21:17.254627+00,,t,t,2020-03-28 08:21:09.388302+00,2020-03-28 08:27:18.995068+00,t,t,f,
3647,f,f,36,7,14,15,10,,,f,f,,,f,f,f,
3638,f,t,149,33,13,15,10,2020-03-28 08:12:22.761089+00,2020-03-28 08:12:47.436135+00,t,t,2020-03-28 08:12:14.490549+00,2020-03-28 08:31:03.343806+00,f,t,f,
3648,f,f,7,8,14,14,27,,,f,f,,,f,f,f,
3649,f,f,16,9,14,14,12,,,f,f,,,f,f,f,
3650,f,f,39,10,14,15,20,,,f,f,,,f,f,f,
3651,f,f,45,11,14,15,13,,,f,f,,,f,f,f,
3652,f,f,52,12,14,15,11,,,f,f,,,f,f,f,
3653,f,f,56,13,14,15,32,,,f,f,,,f,f,f,
3654,f,f,61,14,14,15,5,,,f,f,,,f,f,f,
3655,f,f,64,15,14,15,18,,,f,f,,,f,f,f,
3656,f,f,71,16,14,15,3,,,f,f,,,f,f,f,
3657,f,f,75,17,14,15,25,,,f,f,,,f,f,f,
3658,f,f,82,18,14,15,15,,,f,f,,,f,f,f,
3659,f,f,86,19,14,15,31,,,f,f,,,f,f,f,
3662,f,f,98,22,14,15,26,,,f,f,,,f,f,f,
3665,f,f,114,25,14,15,34,,,f,f,,,f,f,f,
3666,f,f,116,26,14,15,33,,,f,f,,,f,f,f,
3667,f,f,122,27,14,15,19,,,f,f,,,f,f,f,
3668,f,f,125,28,14,15,24,,,f,f,,,f,f,f,
3708,t,t,144,33,15,15,26,2020-03-28 08:46:55.446609+00,2020-03-28 08:47:18.952121+00,t,t,2020-03-28 08:45:50.186223+00,2020-03-28 11:31:43.821507+00,t,t,f,
3671,f,f,141,31,14,15,22,,,f,f,,,f,f,f,
3710,f,t,18,35,15,14,18,2020-03-28 07:31:30.587638+00,2020-03-28 07:32:02.460581+00,f,t,2020-03-28 07:28:33.917651+00,,f,t,f,
3672,f,f,28,32,14,14,21,,,f,f,,,f,f,f,
3673,f,f,146,33,14,15,7,,,f,f,,,f,f,f,
3707,f,t,24,32,15,14,10,2020-03-28 08:17:39.488256+00,2020-03-28 08:17:50.935439+00,f,t,2020-03-28 08:17:32.650641+00,,f,t,f,
3674,f,f,151,34,14,15,28,,,f,f,,,f,f,f,
3675,f,f,18,35,14,14,17,,,f,f,,,f,f,f,
3676,f,f,5,1,15,15,9,,,f,f,,,f,f,f,
3677,f,f,12,2,15,15,2,,,f,f,,,f,f,f,
3678,f,f,18,3,15,15,31,,,f,f,,,f,f,f,
3679,f,f,25,4,15,15,1,,,f,f,,,f,f,f,
3680,f,f,27,5,15,15,6,,,f,f,,,f,f,f,
3681,f,f,34,6,15,15,5,,,f,f,,,f,f,f,
3682,f,f,36,7,15,15,17,,,f,f,,,f,f,f,
3683,f,f,1,8,15,14,34,,,f,f,,,f,f,f,
3684,f,f,12,9,15,14,24,,,f,f,,,f,f,f,
3685,f,f,37,10,15,15,27,,,f,f,,,f,f,f,
3686,f,f,45,11,15,15,19,,,f,f,,,f,f,f,
3687,f,f,49,12,15,15,33,,,f,f,,,f,f,f,
3688,f,f,53,13,15,15,29,,,f,f,,,f,f,f,
3689,f,f,61,14,15,15,20,,,f,f,,,f,f,f,
3690,f,f,64,15,15,15,16,,,f,f,,,f,f,f,
3691,f,f,71,16,15,15,25,,,f,f,,,f,f,f,
3692,f,f,73,17,15,15,12,,,f,f,,,f,f,f,
3693,f,f,79,18,15,15,11,,,f,f,,,f,f,f,
3694,f,f,85,19,15,15,30,,,f,f,,,f,f,f,
3695,f,f,,20,15,,,,,f,f,,,f,f,f,
3696,f,f,92,21,15,15,4,,,f,f,,,f,f,f,
3697,f,f,98,22,15,15,13,,,f,f,,,f,f,f,
3698,f,f,101,23,15,15,15,,,f,f,,,f,f,f,
3699,f,f,108,24,15,15,21,,,f,f,,,f,f,f,
3700,f,f,114,25,15,15,7,,,f,f,,,f,f,f,
3701,f,f,116,26,15,15,14,,,f,f,,,f,f,f,
3702,f,f,123,27,15,15,23,,,f,f,,,f,f,f,
3703,f,f,125,28,15,15,3,,,f,f,,,f,f,f,
3704,f,f,128,29,15,15,8,,,f,f,,,f,f,f,
3705,f,f,131,30,15,15,22,,,f,f,,,f,f,f,
3706,f,f,140,31,15,15,28,,,f,f,,,f,f,f,
3709,f,f,150,34,15,15,32,,,f,f,,,f,f,f,
3711,f,f,5,1,17,15,29,,,f,f,,,f,f,f,
3736,f,t,118,26,17,15,30,2020-03-28 11:08:15.100364+00,2020-03-28 11:08:26.434803+00,f,t,2020-03-28 11:08:03.906022+00,,f,t,f,
3712,f,f,11,2,17,15,19,,,f,f,,,f,f,f,
3728,f,t,78,18,17,15,31,2020-03-28 06:58:39.86355+00,2020-03-28 07:00:22.325521+00,f,t,2020-03-28 06:58:11.689788+00,,f,t,f,
3713,f,f,13,3,17,15,4,,,f,f,,,f,f,f,
3735,t,t,112,25,17,15,9,2020-03-28 12:07:31.920117+00,2020-03-28 12:07:42.146336+00,f,t,2020-03-28 12:07:23.424624+00,,t,t,f,
3714,f,f,23,4,17,15,6,,,f,f,,,f,f,f,
3715,f,f,30,5,17,15,25,,,f,f,,,f,f,f,
3747,f,f,8,2,19,15,6,2020-03-28 09:07:34.73346+00,,t,t,2020-03-28 09:07:22.086579+00,2020-03-28 09:07:43.427816+00,f,t,f,
3716,f,f,34,6,17,15,32,,,f,f,,,f,f,f,
3751,f,t,34,6,19,15,3,2020-03-28 12:22:15.883245+00,2020-03-28 12:24:13.66027+00,t,t,2020-03-28 12:21:56.840134+00,2020-03-28 12:22:25.28036+00,f,t,f,
3749,f,f,22,4,19,15,2,2020-03-28 09:06:43.590093+00,,t,t,2020-03-28 09:08:04.685558+00,2020-03-28 09:07:00.047214+00,f,t,f,
3717,f,f,36,7,17,15,17,,,f,f,,,f,f,f,
3718,f,f,8,8,17,14,14,,,f,f,,,f,f,f,
3746,f,f,5,1,19,15,10,2020-03-28 09:08:26.499017+00,,t,t,2020-03-28 09:08:10.545819+00,2020-03-28 09:08:34.441459+00,f,t,f,
3719,f,f,15,9,17,14,23,,,f,f,,,f,f,f,
3750,f,f,31,5,19,15,23,2020-03-28 12:37:34.769539+00,,t,t,2020-03-28 12:37:27.065561+00,2020-03-28 12:37:40.038367+00,f,t,f,
3720,f,f,40,10,17,15,16,,,f,f,,,f,f,f,
3748,f,f,13,3,19,15,26,2020-03-28 09:09:04.236536+00,,t,t,2020-03-28 09:08:55.838716+00,2020-03-28 09:09:10.991674+00,f,t,f,
3721,f,f,46,11,17,15,26,,,f,f,,,f,f,f,
3740,f,t,131,30,17,15,12,2020-03-28 08:03:52.357946+00,2020-03-28 08:04:00.231891+00,f,t,2020-03-28 08:03:42.076243+00,,f,t,f,
3722,f,f,47,12,17,15,7,,,f,f,,,f,f,f,
3723,f,f,53,13,17,15,15,,,f,f,,,f,f,f,
3724,f,f,61,14,17,15,2,,,f,f,,,f,f,f,
3725,f,f,67,15,17,15,33,,,f,f,,,f,f,f,
3726,f,f,71,16,17,15,18,,,f,f,,,f,f,f,
3727,f,f,73,17,17,15,10,,,f,f,,,f,f,f,
3729,f,f,86,19,17,15,1,,,f,f,,,f,f,f,
3730,f,f,,20,17,,,,,f,f,,,f,f,f,
3731,f,f,90,21,17,15,13,,,f,f,,,f,f,f,
3732,f,f,98,22,17,15,28,,,f,f,,,f,f,f,
3733,f,f,99,23,17,15,27,,,f,f,,,f,f,f,
3734,f,f,108,24,17,15,5,,,f,f,,,f,f,f,
3737,f,f,121,27,17,15,11,,,f,f,,,f,f,f,
3738,f,f,125,28,17,15,8,,,f,f,,,f,f,f,
3739,f,f,127,29,17,15,34,,,f,f,,,f,f,f,
3741,f,f,139,31,17,15,20,,,f,f,,,f,f,f,
3742,f,f,28,32,17,14,22,,,f,f,,,f,f,f,
3743,f,f,145,33,17,15,3,,,f,f,,,f,f,f,
3744,f,f,151,34,17,15,21,,,f,f,,,f,f,f,
3745,f,f,19,35,17,14,24,,,f,f,,,f,f,f,
3753,f,t,9,8,19,14,29,2020-03-28 08:17:30.074589+00,2020-03-28 08:17:36.858671+00,t,t,2020-03-28 08:15:51.029031+00,2020-03-28 08:45:38.980497+00,f,t,f,
3758,f,f,53,13,19,15,33,2020-03-28 11:07:28.587822+00,,t,t,2020-03-28 11:07:20.669993+00,2020-03-28 12:19:17.675248+00,f,t,f,
3756,f,t,43,11,19,15,12,2020-03-28 06:49:06.718809+00,2020-03-28 06:49:46.297071+00,t,t,2020-03-28 06:48:46.014118+00,2020-03-28 07:30:43.231411+00,f,t,f,
3752,f,f,36,7,19,15,1,2020-03-28 09:06:00.413837+00,,t,t,2020-03-28 09:05:52.04376+00,2020-03-28 09:06:19.983664+00,f,t,f,
3775,f,f,136,30,19,15,21,2020-03-28 10:20:50.82056+00,,t,t,2020-03-28 10:20:39.667245+00,2020-03-28 10:20:58.202787+00,f,t,f,
3761,f,f,71,16,19,15,32,2020-03-28 09:09:58.417148+00,,t,t,2020-03-28 12:21:13.941791+00,2020-03-28 09:15:55.774052+00,f,t,f,
3757,f,f,50,12,19,15,15,,,f,f,,,f,f,f,
3774,f,f,127,29,19,15,24,2020-03-28 10:51:50.115879+00,,t,t,2020-03-28 10:51:42.536583+00,2020-03-28 11:01:23.915816+00,f,t,f,
3764,f,f,86,19,19,15,19,2020-03-28 12:36:54.404652+00,,t,t,2020-03-28 12:36:47.630409+00,2020-03-28 12:37:04.660852+00,f,t,f,
3755,f,t,41,10,19,15,4,2020-03-28 07:43:38.927118+00,2020-03-28 07:44:40.015834+00,t,t,2020-03-28 07:43:23.827188+00,2020-03-28 08:12:54.195051+00,f,t,f,
3754,f,t,16,9,19,14,22,2020-03-28 07:33:44.710451+00,2020-03-28 07:34:12.65675+00,t,t,2020-03-28 08:15:34.773502+00,2020-03-28 07:34:04.545482+00,f,t,f,
3767,f,f,95,22,19,15,17,2020-03-28 11:05:50.646314+00,,t,t,2020-03-28 11:05:32.942588+00,2020-03-28 11:05:55.919353+00,f,t,f,
3763,f,f,83,18,19,15,7,2020-03-28 12:38:22.862232+00,,t,t,2020-03-28 12:37:56.36812+00,2020-03-28 13:22:15.349363+00,f,t,f,
3762,f,f,73,17,19,15,20,,,f,f,,,f,f,f,
3759,f,f,62,14,19,15,30,2020-03-28 09:17:06.113254+00,,t,t,2020-03-28 11:06:37.661433+00,2020-03-28 09:25:04.028097+00,f,t,f,
