id,currently_anchored,did_accept_challenge,question_object_id,island_id,participant_id,question_content_type_id,treasure_id,last_anchored_at,challenge_accepted_at,did_open_treasure,did_reach,reached_at,treasure_opened_at,currently_in,is_treasure_visible,did_spade,spaded_at
1270,f,f,41,10,74,15,15,,,f,f,,,f,f,f,
1271,f,f,46,11,74,15,14,,,f,f,,,f,f,f,
1299,f,t,23,4,64,15,34,2020-03-28 10:38:07.741269+00,2020-03-28 10:38:14.570431+00,t,t,2020-03-28 10:38:00.182908+00,2020-03-28 10:39:20.536493+00,f,t,f,
1298,t,f,13,3,64,15,28,2020-03-28 12:38:52.638893+00,,t,t,2020-03-28 12:38:37.738048+00,2020-03-28 12:39:01.546993+00,t,t,f,
1273,f,f,55,13,74,15,33,,,f,f,,,f,f,f,
1269,f,t,14,9,74,14,6,2020-03-28 12:02:52.480551+00,2020-03-28 10:34:54.061233+00,t,t,2020-03-28 12:02:36.006037+00,2020-03-28 12:03:06.665953+00,f,t,f,
1274,f,f,63,14,74,15,27,,,f,f,,,f,f,f,
1275,f,f,66,15,74,15,31,,,f,f,,,f,f,f,
1267,f,t,36,7,74,15,22,2020-03-28 13:01:41.136323+00,2020-03-28 13:02:00.822447+00,t,t,2020-03-28 13:01:24.523702+00,2020-03-28 13:16:29.559765+00,f,t,f,
1276,f,f,71,16,74,15,30,,,f,t,2020-03-28 14:17:57.858943+00,,f,f,f,
1277,f,f,76,17,74,15,4,,,f,f,,,f,f,f,
1266,f,f,33,6,74,15,8,,,f,t,2020-03-28 14:18:09.318347+00,,f,f,f,
1265,f,f,28,5,74,15,1,,,f,t,2020-03-28 14:18:17.488499+00,,f,f,f,
1279,f,f,84,19,74,15,5,,,f,f,,,f,f,f,
1278,f,f,79,18,74,15,10,,,f,t,2020-03-28 14:18:24.794556+00,,f,f,f,
1281,f,f,93,21,74,15,24,,,f,f,,,f,f,f,
1282,f,f,95,22,74,15,11,,,f,f,,,f,f,f,
1283,f,f,103,23,74,15,32,,,f,f,,,f,f,f,
1289,f,f,130,29,74,15,28,2020-03-28 14:25:39.203766+00,,f,t,2020-03-28 14:25:20.912709+00,,f,t,f,
1280,f,f,,20,74,,,,,f,t,2020-03-28 14:26:41.122517+00,,t,f,f,
1284,f,f,106,24,74,15,21,,,f,f,,,f,f,f,
1285,f,f,112,25,74,15,19,,,f,f,,,f,f,f,
1286,f,f,119,26,74,15,34,,,f,f,,,f,f,f,
1287,f,f,120,27,74,15,26,,,f,f,,,f,f,f,
1288,f,f,125,28,74,15,2,,,f,f,,,f,f,f,
1290,f,f,135,30,74,15,3,,,f,f,,,f,f,f,
1291,f,f,143,31,74,15,12,,,f,f,,,f,f,f,
1292,f,f,27,32,74,14,16,,,f,f,,,f,f,f,
1293,f,f,145,33,74,15,20,,,f,f,,,f,f,f,
1294,f,f,152,34,74,15,13,,,f,f,,,f,f,f,
1295,f,f,18,35,74,14,9,,,f,f,,,f,f,f,
1296,f,f,6,1,64,15,5,,,f,f,,,f,f,f,
1300,f,f,29,5,64,15,30,,,f,f,,,f,f,f,
1301,f,f,33,6,64,15,31,,,f,f,,,f,f,f,
1302,f,f,36,7,64,15,12,,,f,f,,,f,f,f,
1306,f,f,44,11,64,15,24,,,f,f,,,f,f,f,
1307,f,f,49,12,64,15,7,,,f,f,,,f,f,f,
1305,f,t,38,10,64,15,20,2020-03-28 07:42:16.33818+00,2020-03-28 07:42:45.947452+00,t,t,2020-03-28 07:40:42.263843+00,2020-03-28 07:50:31.68298+00,f,t,f,
1308,f,f,55,13,64,15,2,,,f,f,,,f,f,f,
1309,f,f,58,14,64,15,4,,,f,f,,,f,f,f,
1310,f,f,65,15,64,15,29,,,f,f,,,f,f,f,
1311,f,f,71,16,64,15,33,,,f,f,,,f,f,f,
1312,f,f,73,17,64,15,6,,,f,f,,,f,f,f,
1313,f,f,83,18,64,15,10,,,f,f,,,f,f,f,
1314,f,f,84,19,64,15,9,,,f,f,,,f,f,f,
1315,f,f,,20,64,,,,,f,f,,,f,f,f,
1316,f,f,93,21,64,15,8,,,f,f,,,f,f,f,
1317,f,f,94,22,64,15,21,,,f,f,,,f,f,f,
1318,f,f,102,23,64,15,14,,,f,f,,,f,f,f,
1319,f,f,105,24,64,15,27,,,f,f,,,f,f,f,
1320,f,f,114,25,64,15,18,,,f,f,,,f,f,f,
1321,f,f,118,26,64,15,25,,,f,f,,,f,f,f,
1322,f,f,124,27,64,15,16,,,f,f,,,f,f,f,
1323,f,f,125,28,64,15,19,,,f,f,,,f,f,f,
1324,f,f,126,29,64,15,1,,,f,f,,,f,f,f,
1325,f,f,135,30,64,15,11,,,f,f,,,f,f,f,
1326,f,f,140,31,64,15,3,,,f,f,,,f,f,f,
1327,f,f,30,32,64,14,23,,,f,f,,,f,f,f,
1328,f,f,145,33,64,15,22,,,f,f,,,f,f,f,
1329,f,f,155,34,64,15,32,,,f,f,,,f,f,f,
1330,f,f,18,35,64,14,15,,,f,f,,,f,f,f,
1331,f,f,7,1,61,15,23,,,f,f,,,f,f,f,
1332,f,f,12,2,61,15,31,,,f,f,,,f,f,f,
1333,f,f,20,3,61,15,8,,,f,f,,,f,f,f,
1334,f,f,23,4,61,15,3,,,f,f,,,f,f,f,
1335,f,f,28,5,61,15,7,,,f,f,,,f,f,f,
1336,f,f,34,6,61,15,11,,,f,f,,,f,f,f,
1337,f,f,36,7,61,15,5,,,f,f,,,f,f,f,
1338,f,f,1,8,61,14,6,,,f,f,,,f,f,f,
1339,f,f,14,9,61,14,17,,,f,f,,,f,f,f,
1340,f,f,39,10,61,15,26,,,f,f,,,f,f,f,
1341,f,f,42,11,61,15,13,,,f,f,,,f,f,f,
1342,f,f,49,12,61,15,24,,,f,f,,,f,f,f,
1343,f,f,54,13,61,15,25,,,f,f,,,f,f,f,
1344,f,f,57,14,61,15,20,,,f,f,,,f,f,f,
1345,f,f,64,15,61,15,18,,,f,f,,,f,f,f,
1346,f,f,71,16,61,15,29,,,f,f,,,f,f,f,
1385,f,f,,20,58,,,,,f,t,2020-03-28 08:50:22.203244+00,,f,f,f,
1347,f,f,73,17,61,15,33,,,f,f,,,f,f,f,
1379,f,f,57,14,58,15,25,2020-03-28 14:14:22.529827+00,,t,t,2020-03-28 14:14:14.13486+00,2020-03-28 14:14:29.93717+00,f,t,f,
1348,f,f,78,18,61,15,4,,,f,f,,,f,f,f,
1349,f,f,85,19,61,15,1,,,f,f,,,f,f,f,
1350,f,f,,20,61,,,,,f,f,,,f,f,f,
1380,t,f,68,15,58,15,8,2020-03-28 14:15:05.179783+00,,t,t,2020-03-28 14:14:52.26494+00,2020-03-28 14:15:11.627578+00,t,t,f,
1351,f,f,90,21,61,15,9,,,f,f,,,f,f,f,
1358,f,f,125,28,61,15,34,,,f,t,2020-03-28 14:21:28.943832+00,,f,f,f,
1352,f,f,95,22,61,15,27,,,f,f,,,f,f,f,
1353,f,f,99,23,61,15,12,,,f,f,,,f,f,f,
1357,f,t,123,27,61,15,15,2020-03-28 14:22:04.697812+00,2020-03-28 14:22:20.716865+00,f,t,2020-03-28 14:21:54.005457+00,,f,t,f,
1354,f,f,106,24,61,15,32,,,f,f,,,f,f,f,
1360,t,t,134,30,61,15,10,2020-03-28 14:25:38.60753+00,2020-03-28 14:25:44.369553+00,f,t,2020-03-28 14:25:28.736154+00,,t,t,f,
1355,f,f,112,25,61,15,22,,,f,f,,,f,f,f,
1356,f,f,117,26,61,15,2,,,f,f,,,f,f,f,
1359,f,f,128,29,61,15,14,,,f,f,,,f,f,f,
1361,f,f,142,31,61,15,19,,,f,f,,,f,f,f,
1362,f,f,27,32,61,14,30,,,f,f,,,f,f,f,
1363,f,f,149,33,61,15,16,,,f,f,,,f,f,f,
1364,f,f,151,34,61,15,28,,,f,f,,,f,f,f,
1365,f,f,18,35,61,14,21,,,f,f,,,f,f,f,
1366,f,f,3,1,58,15,30,,,f,f,,,f,f,f,
1367,f,f,10,2,58,15,5,,,f,f,,,f,f,f,
1368,f,f,17,3,58,15,16,,,f,f,,,f,f,f,
1369,f,f,24,4,58,15,3,,,f,f,,,f,f,f,
1370,f,f,28,5,58,15,31,,,f,f,,,f,f,f,
1371,f,f,35,6,58,15,18,,,f,f,,,f,f,f,
1372,f,f,36,7,58,15,4,,,f,f,,,f,f,f,
1373,f,f,6,8,58,14,12,,,f,f,,,f,f,f,
1374,f,f,12,9,58,14,10,,,f,f,,,f,f,f,
1375,f,f,41,10,58,15,22,,,f,f,,,f,f,f,
1376,f,f,44,11,58,15,13,,,f,f,,,f,f,f,
1377,f,f,51,12,58,15,34,,,f,f,,,f,f,f,
1378,f,f,54,13,58,15,28,,,f,f,,,f,f,f,
1381,f,f,71,16,58,15,24,,,f,f,,,f,f,f,
1382,f,f,74,17,58,15,21,,,f,f,,,f,f,f,
1383,f,f,81,18,58,15,27,,,f,f,,,f,f,f,
1384,f,f,88,19,58,15,26,,,f,f,,,f,f,f,
1386,f,f,92,21,58,15,9,,,f,f,,,f,f,f,
1394,f,f,128,29,58,15,2,2020-03-28 14:12:18.880915+00,,t,t,2020-03-28 14:12:09.529032+00,2020-03-28 14:12:26.960404+00,f,t,f,
1387,f,f,94,22,58,15,15,2020-03-28 14:11:39.75278+00,,t,t,2020-03-28 14:14:04.952131+00,2020-03-28 14:11:47.664438+00,f,t,f,
1390,f,f,110,25,58,15,20,,,f,f,,,f,f,f,
1417,f,t,76,17,302,15,29,2020-03-28 12:02:05.649603+00,2020-03-28 12:03:14.363835+00,t,t,2020-03-28 12:01:32.107621+00,2020-03-28 12:03:07.431301+00,f,t,f,
1392,f,t,122,27,58,15,7,2020-03-28 09:09:45.553949+00,2020-03-28 09:09:51.124734+00,f,t,2020-03-28 09:09:38.540527+00,,f,t,f,
1393,f,f,125,28,58,15,29,,,f,f,,,f,f,f,
1395,f,t,133,30,58,15,23,2020-03-28 13:28:39.42985+00,2020-03-28 08:51:20.715157+00,t,t,2020-03-28 13:28:30.454568+00,2020-03-28 13:28:48.377134+00,f,t,f,
1396,f,f,142,31,58,15,6,,,f,f,,,f,f,f,
1391,f,t,118,26,58,15,32,2020-03-28 13:30:24.772993+00,2020-03-28 13:30:34.262015+00,t,t,2020-03-28 13:30:14.718501+00,2020-03-28 13:46:57.158906+00,f,t,f,
1397,f,f,27,32,58,14,14,,,f,f,,,f,f,f,
1398,f,f,148,33,58,15,33,,,f,f,,,f,f,f,
1399,f,f,153,34,58,15,19,,,f,f,,,f,f,f,
1400,f,f,19,35,58,14,17,,,f,f,,,f,f,f,
1418,f,t,83,18,302,15,20,2020-03-28 14:01:05.199703+00,2020-03-28 11:03:45.199222+00,t,t,2020-03-28 13:56:56.019132+00,2020-03-28 14:01:22.317571+00,f,t,f,
1401,f,f,7,1,302,15,10,,,f,f,,,f,f,f,
1405,f,f,27,5,302,15,12,,,f,t,2020-03-28 14:01:39.378953+00,,f,f,f,
1402,f,f,11,2,302,15,1,,,f,f,,,f,f,f,
1406,t,f,32,6,302,15,17,2020-03-28 14:03:16.353835+00,,t,t,2020-03-28 14:03:08.254767+00,2020-03-28 14:05:58.14077+00,t,t,f,
1403,f,f,18,3,302,15,23,,,f,f,,,f,f,f,
1389,f,t,107,24,58,15,11,2020-03-28 13:50:44.138304+00,2020-03-28 13:50:52.791286+00,t,t,2020-03-28 13:50:33.531158+00,2020-03-28 14:00:28.101818+00,f,t,f,
1404,f,f,21,4,302,15,13,,,f,f,,,f,f,f,
1388,f,f,100,23,58,15,1,2020-03-28 14:10:13.514164+00,,t,t,2020-03-28 14:10:04.401709+00,2020-03-28 14:10:26.874055+00,f,t,f,
1407,f,f,36,7,302,15,16,,,f,f,,,f,f,f,
1408,f,f,7,8,302,14,31,,,f,f,,,f,f,f,
1409,f,f,14,9,302,14,30,,,f,f,,,f,f,f,
1410,f,f,37,10,302,15,18,,,f,f,,,f,f,f,
1411,f,f,44,11,302,15,3,,,f,f,,,f,f,f,
1412,f,f,52,12,302,15,24,,,f,f,,,f,f,f,
1413,f,f,53,13,302,15,27,,,f,f,,,f,f,f,
1414,f,f,60,14,302,15,21,,,f,f,,,f,f,f,
1415,f,f,66,15,302,15,34,,,f,f,,,f,f,f,
1416,f,f,71,16,302,15,4,,,f,f,,,f,f,f,
1419,f,f,85,19,302,15,9,,,f,f,,,f,f,f,
1420,f,f,,20,302,,,,,f,f,,,f,f,f,
1421,f,f,91,21,302,15,8,,,f,f,,,f,f,f,
1422,f,f,95,22,302,15,6,,,f,f,,,f,f,f,
1423,f,f,100,23,302,15,14,,,f,f,,,f,f,f,
1424,f,f,106,24,302,15,33,,,f,f,,,f,f,f,
1425,f,f,114,25,302,15,22,,,f,f,,,f,f,f,
1426,f,f,119,26,302,15,28,,,f,f,,,f,f,f,
1427,f,f,120,27,302,15,26,,,f,f,,,f,f,f,
1451,f,f,71,16,218,15,30,2020-03-28 08:34:41.111589+00,,t,t,2020-03-28 08:34:34.055265+00,2020-03-28 08:35:04.463896+00,f,t,f,
1428,f,f,125,28,302,15,11,,,f,f,,,f,f,f,
1459,f,f,107,24,218,15,14,2020-03-28 11:21:05.925263+00,,t,t,2020-03-28 11:20:56.454226+00,2020-03-28 11:21:22.522711+00,f,t,f,
1429,f,f,130,29,302,15,5,,,f,f,,,f,f,f,
1460,f,f,114,25,218,15,24,2020-03-28 11:21:59.390791+00,,t,t,2020-03-28 11:21:46.284888+00,2020-03-28 11:22:21.530017+00,f,t,f,
1431,f,t,140,31,302,15,19,2020-03-28 13:36:20.51317+00,2020-03-28 13:38:29.989243+00,t,t,2020-03-28 13:26:33.42366+00,2020-03-28 13:38:23.768817+00,f,t,f,
1443,f,t,2,8,218,14,18,2020-03-28 06:46:53.916368+00,2020-03-28 06:47:17.57601+00,f,t,2020-03-28 06:46:45.342926+00,,f,t,f,
1432,f,f,24,32,302,14,2,,,f,f,,,f,f,f,
1433,f,f,144,33,302,15,15,,,f,f,,,f,f,f,
1430,f,t,135,30,302,15,32,2020-03-28 07:37:50.635782+00,2020-03-28 07:38:10.039313+00,t,t,2020-03-28 07:36:20.069992+00,2020-03-28 11:02:14.830248+00,f,t,f,
1437,f,t,8,2,218,15,26,2020-03-28 08:04:43.188585+00,2020-03-28 08:04:48.82778+00,f,t,2020-03-28 08:04:29.880715+00,,f,t,f,
1434,f,f,150,34,302,15,25,,,f,f,,,f,f,f,
1461,f,f,115,26,218,15,3,2020-03-28 11:22:50.734155+00,,t,t,2020-03-28 11:22:41.280115+00,2020-03-28 11:23:00.837447+00,f,t,f,
1446,f,f,42,11,218,15,23,2020-03-28 11:03:14.996267+00,,t,t,2020-03-28 11:03:05.6964+00,2020-03-28 11:03:26.811861+00,f,t,f,
1435,f,f,21,35,302,14,7,,,f,f,,,f,f,f,
1439,f,t,24,4,218,15,20,2020-03-28 08:12:48.222003+00,2020-03-28 08:12:55.526767+00,f,t,2020-03-28 08:12:08.42685+00,,f,t,f,
1462,t,f,122,27,218,15,21,2020-03-28 11:23:37.342841+00,,f,t,2020-03-28 11:23:24.673726+00,,t,t,f,
1444,f,f,12,9,218,14,11,2020-03-28 11:04:37.030692+00,,t,t,2020-03-28 11:03:49.020273+00,2020-03-28 11:04:52.474504+00,f,t,f,
1436,f,t,7,1,218,15,29,2020-03-28 08:19:40.694182+00,2020-03-28 08:19:44.808209+00,t,t,2020-03-28 08:19:32.594738+00,2020-03-28 08:33:43.614529+00,f,t,f,
1438,f,f,18,3,218,15,15,,,f,t,2020-03-28 08:34:14.424271+00,,f,f,f,
1440,f,f,30,5,218,15,28,,,f,f,,,f,f,f,
1445,f,f,39,10,218,15,6,2020-03-28 11:05:37.004645+00,,t,t,2020-03-28 11:05:16.339582+00,2020-03-28 11:15:15.370577+00,f,t,f,
1441,f,f,34,6,218,15,25,,,f,f,,,f,f,f,
1442,f,f,36,7,218,15,2,,,f,f,,,f,f,f,
1447,f,f,47,12,218,15,22,2020-03-28 11:16:06.508909+00,,t,t,2020-03-28 11:15:42.995775+00,2020-03-28 11:16:16.271135+00,f,t,f,
1448,f,f,53,13,218,15,34,2020-03-28 11:02:04.217482+00,,t,t,2020-03-28 11:16:34.806756+00,2020-03-28 11:02:18.764243+00,f,t,f,
1450,f,f,70,15,218,15,8,2020-03-28 11:17:03.657882+00,,t,t,2020-03-28 11:16:52.919969+00,2020-03-28 11:17:12.454322+00,f,t,f,
1449,f,f,60,14,218,15,19,2020-03-28 11:18:21.6214+00,,t,t,2020-03-28 11:18:09.298303+00,2020-03-28 11:18:32.161384+00,f,t,f,
1458,f,f,99,23,218,15,9,2020-03-28 11:20:27.238453+00,,t,t,2020-03-28 11:20:12.584621+00,2020-03-28 11:20:36.260689+00,f,t,f,
1452,f,f,74,17,218,15,27,,,f,f,,,f,f,f,
1453,f,f,82,18,218,15,32,,,f,f,,,f,f,f,
1454,f,f,88,19,218,15,1,,,f,f,,,f,f,f,
1455,f,f,,20,218,,,,,f,f,,,f,f,f,
1456,f,f,93,21,218,15,10,,,f,f,,,f,f,f,
1457,f,f,96,22,218,15,17,,,f,f,,,f,f,f,
1463,f,f,125,28,218,15,5,,,f,f,,,f,f,f,
1464,f,f,129,29,218,15,4,,,f,f,,,f,f,f,
1465,f,f,137,30,218,15,7,,,f,f,,,f,f,f,
1466,f,f,142,31,218,15,33,,,f,f,,,f,f,f,
1467,f,f,26,32,218,14,12,,,f,f,,,f,f,f,
1468,f,f,149,33,218,15,31,,,f,f,,,f,f,f,
1502,t,t,26,32,213,14,27,2020-03-28 10:41:29.945516+00,2020-03-28 10:41:59.792794+00,t,t,2020-03-28 10:40:02.640667+00,2020-03-28 13:15:18.061416+00,t,t,f,
1503,f,t,145,33,213,15,16,2020-03-28 08:16:23.273874+00,2020-03-28 08:16:29.072508+00,t,t,2020-03-28 08:16:11.26622+00,2020-03-28 09:59:33.900424+00,f,t,f,
1469,f,f,155,34,218,15,13,,,f,f,,,f,f,f,
1470,f,f,20,35,218,14,16,,,f,f,,,f,f,f,
1498,f,t,125,28,213,15,12,2020-03-28 07:08:27.43343+00,2020-03-28 07:09:30.14699+00,t,t,2020-03-28 07:05:15.03752+00,2020-03-28 07:08:51.41196+00,f,t,f,
1471,f,f,6,1,213,15,33,,,f,f,,,f,f,f,
1472,f,f,9,2,213,15,6,,,f,f,,,f,f,f,
1505,f,t,19,35,213,14,13,2020-03-28 07:31:04.706274+00,2020-03-28 07:31:12.797718+00,t,t,2020-03-28 07:30:51.558635+00,2020-03-28 08:13:56.469131+00,f,t,f,
1473,f,f,20,3,213,15,7,,,f,f,,,f,f,f,
1474,f,f,23,4,213,15,9,,,f,f,,,f,f,f,
1475,f,f,29,5,213,15,18,,,f,f,,,f,f,f,
1508,f,f,20,3,94,15,26,,,f,t,2020-03-28 08:22:42.309697+00,,f,f,f,
1476,f,f,33,6,213,15,23,,,f,f,,,f,f,f,
1477,f,f,36,7,213,15,11,,,f,f,,,f,f,f,
1478,f,f,3,8,213,14,26,,,f,f,,,f,f,f,
1479,f,f,16,9,213,14,30,,,f,f,,,f,f,f,
1480,f,f,39,10,213,15,15,,,f,f,,,f,f,f,
1481,f,f,43,11,213,15,22,,,f,f,,,f,f,f,
1482,f,f,52,12,213,15,10,,,f,f,,,f,f,f,
1483,f,f,54,13,213,15,32,,,f,f,,,f,f,f,
1484,f,f,57,14,213,15,25,,,f,f,,,f,f,f,
1485,f,f,69,15,213,15,3,,,f,f,,,f,f,f,
1486,f,f,71,16,213,15,31,,,f,f,,,f,f,f,
1487,f,f,75,17,213,15,24,,,f,f,,,f,f,f,
1488,f,f,79,18,213,15,29,,,f,f,,,f,f,f,
1489,f,f,87,19,213,15,8,,,f,f,,,f,f,f,
1490,f,f,,20,213,,,,,f,f,,,f,f,f,
1491,f,f,89,21,213,15,14,,,f,f,,,f,f,f,
1492,f,f,94,22,213,15,20,,,f,f,,,f,f,f,
1493,f,f,99,23,213,15,28,,,f,f,,,f,f,f,
1494,f,f,104,24,213,15,34,,,f,f,,,f,f,f,
1495,f,f,110,25,213,15,5,,,f,f,,,f,f,f,
1496,f,f,115,26,213,15,19,,,f,f,,,f,f,f,
1497,f,f,122,27,213,15,17,,,f,f,,,f,f,f,
1499,f,f,126,29,213,15,4,,,f,f,,,f,f,f,
1500,f,f,133,30,213,15,2,,,f,f,,,f,f,f,
1501,f,f,143,31,213,15,21,,,f,f,,,f,f,f,
1504,f,f,155,34,213,15,1,,,f,f,,,f,f,f,
1506,f,f,4,1,94,15,10,,,f,f,,,f,f,f,
1507,f,f,10,2,94,15,23,,,f,f,,,f,f,f,
1513,f,t,3,8,94,14,24,2020-03-28 08:05:56.939344+00,2020-03-28 08:06:03.938633+00,f,t,2020-03-28 08:05:46.685025+00,,f,t,f,
1514,f,t,17,9,94,14,19,2020-03-28 08:17:50.80641+00,2020-03-28 07:57:17.788172+00,f,t,2020-03-28 08:17:25.816528+00,,f,t,f,
1515,f,f,40,10,94,15,29,,,f,f,,,f,f,f,
1512,f,f,36,7,94,15,14,,,f,t,2020-03-28 08:22:31.101493+00,,f,f,f,
1516,f,f,43,11,94,15,20,,,f,f,,,f,f,f,
1509,f,f,25,4,94,15,34,,,f,t,2020-03-28 08:22:35.624666+00,,f,f,f,
1517,f,f,52,12,94,15,5,,,f,f,,,f,f,f,
1521,f,f,71,16,94,15,30,,,f,t,2020-03-28 08:22:52.815597+00,,f,f,f,
1518,f,f,54,13,94,15,12,,,f,f,,,f,f,f,
1511,f,f,32,6,94,15,28,,,f,t,2020-03-28 08:22:58.844968+00,,f,f,f,
1510,f,f,28,5,94,15,22,,,f,t,2020-03-28 08:23:13.024673+00,,t,f,f,
1519,f,f,58,14,94,15,2,,,f,f,,,f,f,f,
1520,f,f,66,15,94,15,15,,,f,f,,,f,f,f,
1522,f,f,75,17,94,15,1,,,f,f,,,f,f,f,
1523,f,f,77,18,94,15,11,,,f,f,,,f,f,f,
1524,f,f,87,19,94,15,8,,,f,f,,,f,f,f,
1525,f,f,,20,94,,,,,f,f,,,f,f,f,
1526,f,f,91,21,94,15,32,,,f,f,,,f,f,f,
1527,f,f,96,22,94,15,3,,,f,f,,,f,f,f,
1528,f,f,103,23,94,15,18,,,f,f,,,f,f,f,
1529,f,f,105,24,94,15,7,,,f,f,,,f,f,f,
1530,f,f,111,25,94,15,27,,,f,f,,,f,f,f,
1531,f,f,117,26,94,15,13,,,f,f,,,f,f,f,
1532,f,f,122,27,94,15,17,,,f,f,,,f,f,f,
1533,f,f,125,28,94,15,4,,,f,f,,,f,f,f,
1534,f,f,126,29,94,15,21,,,f,f,,,f,f,f,
1535,f,f,133,30,94,15,6,,,f,f,,,f,f,f,
1536,f,f,138,31,94,15,33,,,f,f,,,f,f,f,
1537,f,f,30,32,94,14,9,,,f,f,,,f,f,f,
1538,f,f,145,33,94,15,31,,,f,f,,,f,f,f,
1539,f,f,155,34,94,15,16,,,f,f,,,f,f,f,
1540,f,f,18,35,94,14,25,,,f,f,,,f,f,f,
1541,f,f,5,1,245,15,28,,,f,f,,,f,f,f,
1542,f,f,8,2,245,15,16,,,f,f,,,f,f,f,
1543,f,f,18,3,245,15,22,,,f,f,,,f,f,f,
1544,f,f,22,4,245,15,21,,,f,f,,,f,f,f,
1545,f,f,27,5,245,15,19,,,f,f,,,f,f,f,
1546,f,f,35,6,245,15,15,,,f,f,,,f,f,f,
1547,f,f,36,7,245,15,14,,,f,f,,,f,f,f,
1548,f,f,1,8,245,14,34,,,f,f,,,f,f,f,
1549,f,f,14,9,245,14,23,,,f,f,,,f,f,f,
1571,f,t,140,31,245,15,30,2020-03-28 11:25:40.668651+00,2020-03-28 11:25:51.201506+00,t,t,2020-03-28 11:25:32.813293+00,2020-03-28 11:36:39.106817+00,f,t,f,
1550,f,f,39,10,245,15,29,,,f,f,,,f,f,f,
1551,f,f,43,11,245,15,17,,,f,f,,,f,f,f,
1558,f,t,82,18,245,15,6,2020-03-28 09:13:59.619529+00,2020-03-28 09:14:18.836004+00,t,t,2020-03-28 09:12:25.263184+00,2020-03-28 10:30:11.919689+00,f,t,f,
1552,f,f,51,12,245,15,13,,,f,f,,,f,f,f,
1574,f,t,155,34,245,15,26,2020-03-28 11:43:39.384397+00,2020-03-28 11:44:43.217418+00,t,t,2020-03-28 11:43:24.870725+00,2020-03-28 11:44:23.085172+00,f,t,f,
1553,f,f,56,13,245,15,3,,,f,f,,,f,f,f,
1554,f,f,62,14,245,15,33,,,f,f,,,f,f,f,
1570,f,t,134,30,245,15,9,2020-03-28 10:30:56.196447+00,2020-03-28 10:31:05.073533+00,t,t,2020-03-28 10:30:46.707228+00,2020-03-28 10:34:44.634523+00,f,t,f,
1555,f,f,64,15,245,15,25,,,f,f,,,f,f,f,
1569,f,f,127,29,245,15,11,,,f,t,2020-03-28 11:23:57.582332+00,,f,f,f,
1572,f,f,30,32,245,14,20,2020-03-28 12:22:59.276142+00,,t,t,2020-03-28 12:22:48.466683+00,2020-03-28 12:23:14.505486+00,f,t,f,
1556,f,f,71,16,245,15,32,,,f,f,,,f,f,f,
1560,f,f,,20,245,,,,,f,t,2020-03-28 11:24:44.630534+00,,f,f,f,
1557,f,f,74,17,245,15,12,,,f,f,,,f,f,f,
1573,t,f,149,33,245,15,4,2020-03-28 14:15:55.874373+00,,t,t,2020-03-28 14:15:45.41812+00,2020-03-28 14:16:04.612912+00,t,t,f,
1559,f,f,85,19,245,15,5,,,f,f,,,f,f,f,
1561,f,f,91,21,245,15,2,,,f,f,,,f,f,f,
1562,f,f,97,22,245,15,7,,,f,f,,,f,f,f,
1563,f,f,101,23,245,15,24,,,f,f,,,f,f,f,
1564,f,f,104,24,245,15,18,,,f,f,,,f,f,f,
1565,f,f,109,25,245,15,10,,,f,f,,,f,f,f,
1566,f,f,116,26,245,15,27,,,f,f,,,f,f,f,
1567,f,f,120,27,245,15,1,,,f,f,,,f,f,f,
1568,f,f,125,28,245,15,31,,,f,f,,,f,f,f,
1575,f,f,18,35,245,14,8,,,f,f,,,f,f,f,
1576,f,f,6,1,276,15,18,,,f,f,,,f,f,f,
1577,f,f,10,2,276,15,8,,,f,f,,,f,f,f,
1578,f,f,16,3,276,15,17,,,f,f,,,f,f,f,
1579,f,f,23,4,276,15,19,,,f,f,,,f,f,f,
1580,f,f,30,5,276,15,34,,,f,f,,,f,f,f,
1581,f,f,34,6,276,15,3,,,f,f,,,f,f,f,
1582,f,f,36,7,276,15,9,,,f,f,,,f,f,f,
1583,f,f,10,8,276,14,1,,,f,f,,,f,f,f,
1584,f,f,16,9,276,14,27,,,f,f,,,f,f,f,
1585,f,f,40,10,276,15,33,,,f,f,,,f,f,f,
1586,f,f,42,11,276,15,21,,,f,f,,,f,f,f,
1587,f,f,47,12,276,15,14,,,f,f,,,f,f,f,
1588,f,f,55,13,276,15,6,,,f,f,,,f,f,f,
1589,f,f,58,14,276,15,23,,,f,f,,,f,f,f,
1590,f,f,70,15,276,15,15,,,f,f,,,f,f,f,
1591,f,f,71,16,276,15,2,,,f,f,,,f,f,f,
1592,f,f,73,17,276,15,7,,,f,f,,,f,f,f,
1593,f,f,82,18,276,15,16,,,f,f,,,f,f,f,
1594,f,f,88,19,276,15,5,,,f,f,,,f,f,f,
1595,f,f,,20,276,,,,,f,f,,,f,f,f,
1596,f,f,89,21,276,15,28,,,f,f,,,f,f,f,
1597,f,f,98,22,276,15,26,,,f,f,,,f,f,f,
1598,f,f,99,23,276,15,11,,,f,f,,,f,f,f,
1599,f,f,105,24,276,15,31,,,f,f,,,f,f,f,
1600,f,f,109,25,276,15,12,,,f,f,,,f,f,f,
1601,f,f,117,26,276,15,10,,,f,f,,,f,f,f,
1602,f,f,121,27,276,15,32,,,f,f,,,f,f,f,
1603,f,f,125,28,276,15,24,,,f,f,,,f,f,f,
